v101,v025,d104,d106,d107,d108,d113,d121,d122a,d122b,v044,v133,v137,v153,v190,v501,v502,v511,v512,v730,v731,v741,v012,v745a,v745b,v746,v715,v744a,v744b,v744c,v744d,v744e
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,richer,married,currently in union/living with a man,15,13,33,currently working,not paid,29,alone only,alone only,,8,no,no,no,no,no
province 4,urban,yes,no,no,no,yes,no,no,"yes, once",woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,18,30,51,no,,49,does not own,does not own,,2,no,no,no,no,no
province 4,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,4,0,no,richest,married,currently in union/living with a man,17,17,36,currently working,not paid,35,alone only,alone only,,8,no,no,no,no,no
province 4,urban,,,,,,no,no,no,woman selected and interviewed,11,1,yes,richest,never in union,never in union,,,,currently working,cash only,24,does not own,does not own,,,no,no,no,no,no
province 4,urban,yes,no,yes,no,yes,no,no,no,woman selected and interviewed,8,0,no,richer,married,currently in union/living with a man,18,17,36,currently working,not paid,36,does not own,does not own,,6,no,yes,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,10,0,not a dejure resident,richest,married,currently in union/living with a man,17,12,37,currently working,cash only,29,alone only,alone only,about the same,10,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,0,no,richest,married,currently in union/living with a man,22,1,24,currently working,not paid,23,does not own,does not own,,11,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,richer,married,currently in union/living with a man,18,11,32,no,,29,does not own,alone only,,11,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,4,2,no,richer,married,currently in union/living with a man,15,5,28,currently working,cash only,21,does not own,does not own,less than him,6,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,1,no,richest,married,currently in union/living with a man,19,8,31,currently working,not paid,27,does not own,does not own,,10,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,1,no,richer,married,currently in union/living with a man,23,11,34,currently working,not paid,35,does not own,does not own,,8,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,1,0,no,middle,married,currently in union/living with a man,14,34,50,no,,48,does not own,does not own,,11,yes,yes,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,19,18,48,currently working,not paid,38,does not own,does not own,,9,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,7,0,no,middle,married,currently in union/living with a man,14,18,36,currently working,cash only,33,does not own,does not own,less than him,8,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,5,0,no,poorer,married,currently in union/living with a man,19,12,41,currently working,not paid,31,does not own,does not own,,10,no,yes,no,no,no
province 4,urban,yes,yes,yes,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,18,28,54,in the past year,not paid,46,does not own,does not own,,2,no,no,no,no,no
province 4,urban,yes,yes,yes,yes,no,no,no,no,woman selected and interviewed,6,0,no,poorer,no longer living together/separated,formerly in union/living with a man,19,17,,no,,36,both alone and jointly,does not own,,,no,no,no,no,no
province 4,urban,no,yes,no,yes,yes,yes,no,no,woman selected and interviewed,3,0,no,middle,married,currently in union/living with a man,13,23,38,no,,36,alone only,does not own,,5,yes,yes,yes,yes,no
province 4,urban,yes,yes,yes,no,yes,no,no,no,woman selected and interviewed,5,0,no,middle,no longer living together/separated,formerly in union/living with a man,14,10,,currently working,cash only,25,does not own,does not own,,,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,15,17,37,currently working,not paid,32,does not own,does not own,,10,no,yes,no,no,no
province 4,urban,yes,yes,no,no,no,no,no,no,woman selected and interviewed,6,0,no,middle,married,currently in union/living with a man,14,32,49,currently working,not paid,47,does not own,alone only,,11,no,no,no,no,no
province 4,urban,yes,yes,yes,yes,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,13,36,52,in the past year,cash only,49,does not own,does not own,less than him,0,no,no,no,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,10,1,no,middle,never in union,never in union,,,,in the past year,not paid,16,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,12,33,49,currently working,not paid,46,does not own,does not own,,11,no,no,no,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,7,0,no,poorer,never in union,never in union,,,,no,,15,does not own,does not own,,,no,no,no,no,no
province 4,rural,yes,yes,yes,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,16,24,48,in the past year,not paid,40,does not own,does not own,,2,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,16,33,62,currently working,not paid,49,does not own,does not own,,2,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,2,0,no,poorer,married,currently in union/living with a man,16,20,44,in the past year,cash only,37,does not own,does not own,about the same,9,no,no,no,no,no
province 4,rural,no,yes,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,9,39,66,currently working,not paid,48,does not own,does not own,,0,no,no,no,no,no
province 4,rural,no,no,no,no,yes,yes,no,no,woman selected and interviewed,0,1,yes,poorer,married,currently in union/living with a man,21,13,30,currently working,not paid,34,does not own,alone only,,0,no,yes,no,yes,yes
province 4,rural,,,,,,no,no,no,woman selected and interviewed,0,0,no,poorest,never in union,never in union,,,,currently working,not paid,42,does not own,does not own,,,no,no,no,no,yes
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,yes,poorer,married,currently in union/living with a man,20,15,33,currently working,not paid,35,does not own,does not own,,0,no,no,no,no,no
province 4,rural,no,no,no,no,no,don't know,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,10,36,48,currently working,not paid,46,does not own,does not own,,5,yes,yes,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,yes,poorer,married,currently in union/living with a man,15,16,31,currently working,not paid,31,does not own,does not own,,0,no,no,no,no,no
province 4,rural,yes,yes,yes,yes,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,21,9,36,currently working,not paid,31,does not own,does not own,,9,no,yes,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,16,19,39,currently working,not paid,35,does not own,does not own,,9,no,yes,no,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,9,0,no,poorest,never in union,never in union,,,,no,,16,does not own,does not own,,,no,no,no,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,8,0,no,poorest,never in union,never in union,,,,no,,15,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,17,10,30,no,,28,does not own,does not own,,8,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,19,13,35,currently working,not paid,33,does not own,does not own,,8,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,16,31,67,currently working,not paid,48,does not own,alone only,,0,no,no,no,no,no
province 4,rural,yes,yes,yes,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,15,13,31,currently working,not paid,29,does not own,does not own,,3,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,19,17,36,currently working,not paid,37,does not own,does not own,,2,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,1,1,no,poorer,no longer living together/separated,formerly in union/living with a man,19,21,,currently working,not paid,40,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,19,19,38,currently working,not paid,39,does not own,does not own,,0,no,no,no,no,no
province 4,rural,yes,yes,no,no,yes,yes,no,no,woman selected and interviewed,5,1,no,middle,married,currently in union/living with a man,15,11,32,currently working,cash only,27,does not own,does not own,less than him,8,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,15,14,33,currently working,not paid,30,does not own,does not own,,7,no,no,yes,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,4,1,no,middle,married,currently in union/living with a man,14,8,28,currently working,not paid,22,does not own,does not own,,6,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,3,1,no,middle,married,currently in union/living with a man,15,9,30,no,,25,does not own,does not own,,6,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,6,2,no,middle,married,currently in union/living with a man,14,7,30,currently working,not paid,21,does not own,does not own,,7,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,3,2,no,middle,married,currently in union/living with a man,20,5,28,in the past year,cash and in-kind,26,does not own,does not own,less than him,4,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,middle,married,currently in union/living with a man,20,17,42,currently working,cash and in-kind,37,does not own,alone only,less than him,0,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,15,15,37,currently working,not paid,30,alone only,alone only,,8,no,no,no,no,no
province 4,rural,no,yes,yes,no,yes,yes,no,no,woman selected and interviewed,6,0,no,poorest,married,currently in union/living with a man,16,13,33,currently working,not paid,30,does not own,alone only,,9,no,yes,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,9,3,no,poorest,married,currently in union/living with a man,18,1,23,in the past year,not paid,19,does not own,does not own,,5,no,no,no,no,no
province 4,rural,yes,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,18,23,42,currently working,cash and in-kind,42,does not own,does not own,husband/partner doesn't bring in money,0,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,4,0,no,poorest,married,currently in union/living with a man,18,18,46,currently working,cash and in-kind,37,does not own,does not own,less than him,11,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,1,no,middle,married,currently in union/living with a man,25,3,27,currently working,cash only,29,alone only,jointly only,less than him,9,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,0,no,richer,married,currently in union/living with a man,18,11,31,currently working,cash only,30,does not own,does not own,less than him,9,yes,yes,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,30,8,36,no,,38,does not own,does not own,,7,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,3,1,no,richer,married,currently in union/living with a man,20,25,47,no,,45,does not own,does not own,,0,no,no,no,no,no
province 4,rural,,,,,,no,"yes, more than once","yes, more than once",woman selected and interviewed,10,0,no,middle,never in union,never in union,,,,currently working,not paid,19,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,2,0,no,richer,married,currently in union/living with a man,15,21,45,in the past year,cash only,36,does not own,does not own,less than him,6,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,3,2,no,poorer,married,currently in union/living with a man,19,15,32,currently working,not paid,35,does not own,does not own,,4,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,6,1,no,middle,married,currently in union/living with a man,18,3,36,currently working,cash and in-kind,22,does not own,does not own,less than him,10,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,8,1,no,poorer,married,currently in union/living with a man,17,9,31,currently working,not paid,27,alone only,does not own,,4,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,2,2,no,poorer,married,currently in union/living with a man,15,7,27,currently working,not paid,22,does not own,does not own,,5,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,4,1,no,poorest,married,currently in union/living with a man,14,10,30,currently working,not paid,24,does not own,does not own,,2,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,17,30,56,currently working,cash and in-kind,47,alone only,does not own,less than him,8,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,richer,married,currently in union/living with a man,18,18,44,currently working,cash only,36,does not own,does not own,about the same,10,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,7,0,no,richest,married,currently in union/living with a man,21,0,23,no,,22,does not own,does not own,,11,no,no,no,no,no
province 4,rural,no,no,no,no,yes,yes,no,no,woman selected and interviewed,5,1,no,richest,widowed,formerly in union/living with a man,19,27,,no,,47,alone only,alone only,,,no,yes,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,20,25,66,no,,45,does not own,does not own,,6,no,no,no,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,11,0,not a dejure resident,richer,never in union,never in union,,,,no,,20,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,10,0,yes,richest,married,currently in union/living with a man,21,1,25,no,,22,does not own,does not own,,11,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,5,0,no,richest,married,currently in union/living with a man,15,22,45,currently working,cash only,38,does not own,alone only,less than him,8,no,no,no,no,no
province 4,rural,yes,yes,yes,no,yes,no,no,no,woman selected and interviewed,9,0,no,poorer,married,currently in union/living with a man,21,23,46,currently working,cash only,44,does not own,does not own,more than him,8,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,0,no,richer,married,currently in union/living with a man,18,4,32,currently working,not paid,22,does not own,does not own,,11,yes,yes,yes,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,10,0,no,richer,never in union,never in union,,,,no,,15,does not own,does not own,,,no,yes,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,6,0,no,richest,married,currently in union/living with a man,17,23,45,no,,41,alone only,does not own,,10,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,5,1,no,richer,married,currently in union/living with a man,15,15,32,no,,30,alone only,does not own,,6,no,yes,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,3,0,no,richer,married,currently in union/living with a man,15,12,30,in the past year,not paid,28,does not own,does not own,,9,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,23,22,44,no,,46,does not own,alone only,,8,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,7,0,no,middle,married,currently in union/living with a man,17,11,30,no,,29,does not own,does not own,,6,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,2,1,no,middle,married,currently in union/living with a man,13,19,41,no,,32,does not own,does not own,,8,yes,yes,no,no,no
province 4,rural,no,no,no,no,yes,yes,no,no,woman selected and interviewed,6,0,no,middle,married,currently in union/living with a man,16,9,30,no,,25,alone only,does not own,,2,no,no,no,no,no
province 4,rural,yes,no,no,no,yes,no,no,no,woman selected and interviewed,6,1,no,poorest,married,currently in union/living with a man,23,3,21,currently working,cash only,26,does not own,does not own,less than him,8,no,yes,no,no,no
province 4,rural,no,no,no,no,yes,yes,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,14,31,52,no,,46,does not own,does not own,,0,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,10,1,no,poorer,married,currently in union/living with a man,22,8,33,no,,30,does not own,does not own,,10,no,no,no,no,no
province 4,rural,yes,yes,no,no,yes,no,no,no,woman selected and interviewed,7,1,no,poorer,married,currently in union/living with a man,14,13,31,no,,27,does not own,does not own,,7,no,no,no,no,no
province 4,rural,no,no,no,no,yes,yes,no,no,woman selected and interviewed,6,0,not a dejure resident,poorest,married,currently in union/living with a man,18,16,37,no,,35,does not own,does not own,,8,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,16,14,31,no,,30,does not own,does not own,,2,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,5,0,no,poorest,married,currently in union/living with a man,15,11,34,currently working,cash only,26,does not own,does not own,about the same,3,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,8,1,no,poorer,married,currently in union/living with a man,18,3,27,no,,22,does not own,does not own,,8,no,yes,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,5,2,no,poorest,married,currently in union/living with a man,19,6,30,no,,26,does not own,does not own,,3,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,richer,married,currently in union/living with a man,22,2,28,no,,25,does not own,does not own,,11,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,5,1,no,poorest,married,currently in union/living with a man,14,16,37,currently working,cash only,31,does not own,does not own,less than him,5,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,13,16,39,no,,30,does not own,does not own,,4,no,no,no,no,no
province 4,urban,,,,,,yes,no,no,woman selected and interviewed,8,0,no,poorest,never in union,never in union,,,,in the past year,cash only,16,does not own,does not own,,,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,1,no,poorer,married,currently in union/living with a man,22,4,28,currently working,not paid,26,does not own,does not own,,11,no,yes,no,no,no
province 4,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,2,0,no,poorer,married,currently in union/living with a man,18,22,45,currently working,not paid,41,does not own,does not own,,10,no,no,no,no,no
province 4,urban,,,,,,no,no,no,woman selected and interviewed,9,0,no,poorer,never in union,never in union,,,,currently working,not paid,15,does not own,does not own,,,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,8,0,no,middle,married,currently in union/living with a man,26,15,44,currently working,not paid,42,does not own,does not own,,9,no,no,no,no,no
province 4,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,7,2,no,poorer,married,currently in union/living with a man,15,6,46,currently working,not paid,22,does not own,does not own,,3,no,no,no,no,no
province 4,urban,yes,yes,no,no,no,yes,no,no,woman selected and interviewed,7,1,no,middle,married,currently in union/living with a man,14,6,29,currently working,not paid,21,does not own,does not own,,9,no,no,no,no,no
province 4,urban,,,,,,no,no,no,woman selected and interviewed,11,0,no,middle,never in union,never in union,,,,in the past year,not paid,16,does not own,does not own,,,no,yes,no,no,no
province 4,urban,no,no,no,no,yes,no,"yes, more than once",no,woman selected and interviewed,5,0,no,middle,married,currently in union/living with a man,18,26,59,currently working,not paid,44,does not own,does not own,,8,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,8,0,no,poorer,married,currently in union/living with a man,17,5,23,currently working,not paid,22,does not own,does not own,,10,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,8,2,no,poorest,married,currently in union/living with a man,14,5,24,currently working,not paid,20,does not own,does not own,,11,no,yes,no,no,no
province 4,urban,,,,,,no,no,no,woman selected and interviewed,8,0,no,middle,never in union,never in union,,,,currently working,not paid,16,does not own,does not own,,,no,no,no,no,no
province 4,urban,yes,yes,yes,no,no,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,23,24,70,currently working,not paid,48,does not own,does not own,,0,no,no,no,no,no
province 4,urban,yes,no,no,no,no,no,no,no,woman selected and interviewed,4,1,no,middle,married,currently in union/living with a man,18,15,33,currently working,not paid,33,alone only,alone only,,8,no,yes,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,7,1,no,poorer,married,currently in union/living with a man,15,11,28,currently working,not paid,27,does not own,does not own,,10,no,yes,no,no,yes
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,3,0,no,poorest,married,currently in union/living with a man,23,14,40,currently working,cash only,37,does not own,alone only,less than him,8,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,4,1,no,middle,married,currently in union/living with a man,15,19,52,in the past year,not paid,35,does not own,does not own,,10,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorest,married,currently in union/living with a man,19,23,49,currently working,not paid,43,does not own,does not own,,4,no,no,no,no,no
province 4,rural,yes,no,no,no,yes,no,no,no,woman selected and interviewed,11,0,no,poorer,married,currently in union/living with a man,21,2,22,in the past year,not paid,24,does not own,does not own,,8,no,yes,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,5,1,no,poorest,married,currently in union/living with a man,19,9,32,currently working,not paid,28,does not own,does not own,,6,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,8,2,no,poorest,married,currently in union/living with a man,13,7,25,currently working,not paid,20,does not own,does not own,,8,yes,yes,no,no,no
province 4,rural,no,no,no,no,no,no,"yes, more than once","yes, more than once",woman selected and interviewed,7,0,no,middle,no longer living together/separated,formerly in union/living with a man,20,20,,currently working,not paid,41,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,4,0,no,poorer,married,currently in union/living with a man,19,23,45,currently working,not paid,43,does not own,does not own,,10,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,21,28,55,currently working,not paid,49,does not own,does not own,,4,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,4,0,no,middle,married,currently in union/living with a man,16,24,47,currently working,in-kind only,41,does not own,does not own,,8,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,"yes, more than once","yes, more than once",woman selected and interviewed,10,1,no,middle,married,currently in union/living with a man,17,6,31,currently working,not paid,23,alone only,alone only,,8,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,2,no,richer,married,currently in union/living with a man,18,3,24,no,,22,does not own,does not own,,11,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,6,0,no,middle,married,currently in union/living with a man,17,23,45,currently working,not paid,41,does not own,does not own,,10,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,2,no,middle,married,currently in union/living with a man,23,10,33,currently working,not paid,33,does not own,does not own,,11,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,"yes, more than once","yes, more than once",woman selected and interviewed,10,0,no,middle,married,currently in union/living with a man,19,13,35,currently working,not paid,32,does not own,does not own,,8,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,richer,married,currently in union/living with a man,17,17,38,currently working,cash only,34,does not own,does not own,less than him,11,no,no,no,no,no
province 4,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,7,0,no,middle,married,currently in union/living with a man,20,14,38,currently working,cash only,34,does not own,alone only,less than him,8,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,"yes, more than once","yes, more than once",woman selected and interviewed,11,1,no,middle,married,currently in union/living with a man,20,8,30,currently working,not paid,29,does not own,does not own,,11,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,7,0,no,middle,married,currently in union/living with a man,16,21,43,currently working,not paid,38,does not own,does not own,,9,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorest,married,currently in union/living with a man,28,21,50,currently working,not paid,49,does not own,does not own,,2,yes,yes,yes,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,4,1,no,poorer,married,currently in union/living with a man,23,18,41,currently working,not paid,41,does not own,does not own,,11,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,9,1,no,poorer,married,currently in union/living with a man,16,2,27,currently working,not paid,19,does not own,does not own,,11,no,no,no,no,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,11,3,no,middle,married,currently in union/living with a man,18,11,42,currently working,not paid,30,does not own,does not own,,10,yes,yes,yes,yes,no
province 4,rural,no,no,no,no,no,no,no,no,woman selected and interviewed,10,0,no,poorest,married,currently in union/living with a man,19,0,21,no,,19,does not own,does not own,,8,no,no,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,19,28,49,currently working,not paid,47,alone only,does not own,,5,yes,yes,no,no,no
province 4,rural,,,,,,no,no,no,woman selected and interviewed,7,0,no,poorer,never in union,never in union,,,,no,,15,does not own,does not own,,,no,no,no,no,no
province 4,rural,no,no,no,no,yes,yes,no,no,woman selected and interviewed,2,0,no,poorer,widowed,formerly in union/living with a man,19,29,,currently working,not paid,48,does not own,does not own,,,yes,yes,no,yes,yes
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,0,not a dejure resident,poorer,married,currently in union/living with a man,22,5,29,currently working,not paid,28,does not own,does not own,,10,no,no,no,no,no
province 4,rural,no,no,no,yes,yes,no,no,no,woman selected and interviewed,6,0,no,middle,married,currently in union/living with a man,14,31,48,currently working,not paid,45,alone only,does not own,,9,no,yes,no,no,no
province 4,rural,no,no,no,no,yes,no,no,no,woman selected and interviewed,5,2,no,poorest,married,currently in union/living with a man,14,15,41,currently working,not paid,29,does not own,does not own,,5,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,middle,married,currently in union/living with a man,20,0,24,no,,21,does not own,does not own,,11,no,no,no,no,no
province 4,urban,,,,,,no,no,no,woman selected and interviewed,10,0,no,richer,never in union,never in union,,,,currently working,not paid,18,does not own,does not own,,,no,yes,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,10,2,no,richer,married,currently in union/living with a man,17,6,30,no,,23,does not own,does not own,,10,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,8,0,no,richer,married,currently in union/living with a man,16,0,18,no,,16,does not own,does not own,,9,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,richer,married,currently in union/living with a man,22,2,29,no,,24,does not own,does not own,,11,no,no,no,no,no
province 4,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,middle,married,currently in union/living with a man,21,3,28,currently working,cash only,25,does not own,does not own,less than him,10,no,no,no,no,no
province 4,urban,yes,yes,yes,no,no,yes,"yes, more than once","yes, more than once",woman selected and interviewed,5,0,no,poorer,married,currently in union/living with a man,16,24,51,currently working,not paid,40,does not own,does not own,,2,no,no,no,no,no
province 4,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,2,0,no,middle,married,currently in union/living with a man,20,17,39,currently working,not paid,38,does not own,does not own,,3,no,yes,no,no,no
